"id","age","female","educ","educ3","marital","union","ses","income","relig","bornswe","foreignpar","urban","county","land","polint","inteff","dem_pref","dem_courts","dem_strong","dem_women","run_business","run_experts","run_referenda","demlevel","tr_parl","tr_govt","tr_court","tr_sci","tr_party","tr_media","tr_socmed","govperf","govcovid","econ","satvote","satchoice","satdem","fair","exteff","fairgroups","health","pand_unity","pand_dem","pand_fin","covid","news_tv","news_web","news_soc","like_s","like_sd","like_m","like_v","like_c","like_kd","like_mp","like_l","lead_andersson","lead_akesson","lead_kristersson","lead_dadgostar","lead_loof","lead_busch","lead_stenevi","lead_pehrson","lr_s","lr_sd","lr_m","lr_v","lr_c","lr_kd","lr_mp","lr_l","lr_self","turnout","vote","prevvote","switched","bloc","vote_sd","vote_right","vote_inc","pid","pid_close","wt"
"0000000658",50,0,8,"Postgraduate","Married",1,"White collar",5,2,1,0,4,"Stockholm","Svealand",2,4,5,5,1,3,2,3,4,8,2,2,3,2,2,2,1,4,3,2,,2,3,5,3,2,3,1,1,4,,4,5,4,8,0,1,5,8,0,5,2,9,2,1,10,9,0,2,2,2,4,9,1,4,10,3,6,3,1,,,,,,,,0,,0.7712
"0000000656",31,0,7,"Bachelor","Single",,"Worker",5,1,1,0,2,"Västra Götaland","Götaland",3,4,5,4,3,3,2,4,1,10,4,3,4,3,3,2,1,3,3,2,,3,3,5,4,,3,2,3,4,1,1,1,1,8,3,9,5,8,5,8,6,8,5,8,5,8,7,6,6,3,7,7,3,4,7,4,8,7,1,,"M",,,,,,0,,1.275
"0000002341",40,0,6,"No degree","Married",1,"White collar",4,2,1,1,2,"Västra Götaland","Götaland",3,5,5,5,1,1,1,1,1,10,4,3,3,4,2,4,2,3,3,2,4,3,3,5,4,3,4,3,2,3,1,2,2,7,8,0,6,2,6,1,3,7,9,0,6,6,6,1,1,5,3,10,8,2,5,9,3,6,6,1,"S","S",0,"Left",0,0,1,0,1,1.275
"0000000170",51,0,9,"Postgraduate","Married",1,"White collar",,1,1,1,3,"Stockholm","Svealand",3,4,5,4,1,3,1,1,5,9,4,4,4,3,3,3,1,3,3,2,3,3,4,5,4,3,3,3,5,3,1,2,7,0,7,0,8,2,3,4,3,6,6,3,7,4,5,5,4,5,6,4,7,3,5,7,3,6,6,1,"M","M",0,"Right",0,1,0,0,2,0.7896
"0000000641",47,0,4,"No degree","Single",0,"Worker",5,1,1,0,3,"Stockholm","Svealand",3,4,5,5,2,3,2,4,1,7,3,3,3,4,2,3,2,2,2,2,3,2,3,4,4,2,1,3,3,4,1,2,7,3,3,2,8,0,3,5,0,7,5,5,8,0,0,3,0,7,3,6,8,0,7,7,1,6,8,1,"M","M",0,"Right",0,1,0,1,,1.1984
"0000000969",37,1,7,"Bachelor","Single",1,"Worker",5,4,1,0,3,"Västra Götaland","Götaland",4,4,5,5,2,3,4,4,1,9,3,3,3,2,3,3,2,3,4,2,4,4,4,5,5,3,4,4,5,3,1,5,1,3,6,1,8,0,8,9,0,10,6,8,3,7,6,8,2,9,4,10,8,0,5,9,1,7,7,1,"L","L",0,"Right",0,1,0,1,3,1.073
"0000000455",49,1,7,"Bachelor","Married",1,"Worker",5,2,1,0,2,"Skåne","Götaland",2,4,5,3,2,1,1,1,1,10,4,4,4,4,2,3,1,3,3,2,4,4,4,5,5,2,2,4,3,3,1,5,0,7,10,0,5,9,6,5,10,7,10,0,4,9,6,1,8,7,1,10,9,0,5,9,5,5,1,1,"S","S",0,"Left",0,0,1,1,3,0.9037
"0000000918",61,1,3,"No degree","Single",0,"Worker",1,1,1,0,1,"Gävleborg","Norrland",1,2,3,3,3,3,3,3,3,8,2,2,2,2,2,2,2,3,3,1,,3,3,3,2,3,2,1,3,1,0,5,2,7,7,0,7,7,7,6,1,7,9,0,7,7,7,6,5,7,5,5,5,5,5,5,5,5,5,,,,,,,,,0,,1.1901
"0000001004",52,1,7,"Bachelor","Married",0,"White collar",5,2,1,0,2,"Västerbotten","Norrland",3,4,5,5,3,3,2,2,1,7,4,4,4,3,,3,2,3,3,2,4,4,4,5,4,3,3,4,4,3,0,4,7,7,10,0,8,7,8,4,7,7,10,0,8,5,9,4,5,5,3,7,8,2,5,8,4,6,3,1,"S","S",0,"Left",0,0,1,1,2,0.7658
"0000000623",48,0,5,"No degree","Single",0,"Self-employed",5,1,1,0,3,"Stockholm","Svealand",3,5,5,5,4,5,4,4,3,6,2,2,2,3,2,2,1,1,2,1,3,2,2,3,2,3,2,3,3,3,1,6,7,0,1,6,4,2,0,5,0,3,2,8,5,2,0,6,0,6,1,5,8,0,6,7,0,7,5,1,"SD","SD",0,"Right",1,1,0,0,1,1.1984
"0000002840",19,0,,,"Single",,,,,1,0,,"Gävleborg","Norrland",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7851
"0000000677",34,0,8,"Postgraduate","Married",0,"White collar",5,1,1,1,3,"Stockholm","Svealand",3,5,4,5,2,3,4,3,4,6,3,3,4,3,2,2,1,2,3,1,3,1,2,3,2,3,3,3,3,5,1,7,7,1,5,5,7,2,2,6,0,5,4,2,4,6,1,6,0,7,4,5,8,1,4,9,1,7,7,1,"M","M",0,"Right",0,1,0,1,2,1.0805
"0000000617",63,0,4,"No degree","Married",1,"White collar",1,1,1,0,3,"Stockholm","Svealand",4,5,5,5,1,3,2,4,2,9,4,4,4,3,2,3,2,4,4,2,4,3,4,5,5,3,4,3,5,3,,7,5,5,10,0,1,1,8,1,1,0,10,0,2,1,9,0,0,0,4,10,10,0,4,9,4,9,4,1,"S","S",0,"Left",0,0,1,1,3,1.1984
"0000000615",52,0,6,"No degree","Single",1,"White collar",5,1,1,0,2,"Östergötland","Götaland",3,5,4,4,4,3,3,4,5,7,3,2,3,3,2,2,2,2,3,1,3,2,2,4,4,3,2,3,3,4,,0,5,5,,,,,,,,,3,9,8,0,2,9,1,6,3,9,8,0,4,9,3,6,8,1,"SD","SD",0,"Right",1,1,0,0,2,0.91
"0000000943",55,1,9,"Postgraduate","Single",1,"White collar",4,1,1,0,2,"Uppsala","Svealand",4,4,5,5,1,1,1,1,1,9,4,4,4,4,3,4,3,4,4,2,4,4,4,5,5,3,3,4,5,4,0,5,5,0,9,0,1,10,5,1,10,2,9,0,0,10,8,0,9,2,3,10,9,0,7,9,1,7,1,1,"MP","MP",0,"Left",0,0,0,1,3,0.7658
"0000002220",47,1,7,"Bachelor","Married",0,,4,1,1,0,2,"Södermanland","Svealand",3,5,5,5,1,1,1,1,1,7,3,3,3,4,2,4,2,3,3,2,4,1,3,5,5,1,1,4,4,2,1,6,7,7,9,0,1,9,5,1,9,1,9,0,0,9,7,1,8,1,2,10,10,1,6,9,2,7,2,1,"S","S",0,"Left",0,0,1,1,2,0.7658
"0000001057",56,1,7,"Bachelor","Single",1,,3,1,1,0,2,"Gävleborg","Norrland",2,4,4,3,4,2,1,4,5,4,3,3,4,3,2,2,2,2,2,1,4,4,2,4,4,2,2,3,2,3,1,2,1,7,,,,,,,,,3,9,10,8,3,10,3,,3,7,8,3,4,6,3,7,5,1,"KD","KD",0,"Right",0,1,0,0,2,0.9037
"0000001381",20,1,4,"No degree","Single",0,,5,1,1,0,1,"Västra Götaland","Götaland",3,4,5,4,4,3,1,1,1,8,3,3,2,2,3,2,2,1,3,1,,3,3,4,5,2,3,4,3,5,1,2,7,7,3,8,10,0,0,10,0,6,9,8,9,0,0,10,0,0,3,10,10,0,2,10,0,4,10,1,,,,,,,,0,2,1.7726
"0000000713",35,0,8,"Postgraduate","Married",1,"White collar",1,1,1,0,3,"Stockholm","Svealand",3,4,5,5,1,2,1,2,2,8,3,3,3,4,2,4,2,3,3,1,3,2,3,5,3,1,3,3,3,3,1,2,7,7,8,0,1,10,5,0,7,3,8,0,2,8,7,0,5,1,5,9,9,1,7,9,3,7,1,1,"V","V",0,"Left",0,0,0,1,2,1.0805
"0000002418",85,1,2,"No degree","Widowed",0,"Farmer",,2,1,0,1,"Gotland","Götaland",2,3,3,3,3,3,3,4,3,5,2,2,3,2,2,2,2,3,3,,3,2,2,,3,2,,,,,,2,0,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,"C",,,"Left",0,0,0,0,,0.7489
"0000000606",39,1,8,"Postgraduate","Single",1,"White collar",2,3,1,0,,"Västmanland","Svealand",4,5,5,3,1,1,1,4,4,4,2,2,2,4,2,2,2,2,4,3,3,2,1,4,5,1,1,3,4,5,0,0,0,7,2,0,0,8,4,0,6,0,5,0,0,3,4,0,9,0,7,10,10,4,8,10,5,10,0,1,"V","V",0,"Left",0,0,0,1,3,1.073
"0000002678",79,0,5,"No degree","Married",0,"White collar",2,3,1,0,1,"Stockholm","Svealand",3,4,5,5,2,2,2,2,2,9,3,3,3,3,2,3,2,3,3,2,4,3,3,5,5,2,3,4,3,3,0,4,1,2,1,5,,0,,7,1,7,3,5,9,0,1,5,0,6,1,6,10,0,2,8,1,8,8,1,"M","M",0,"Right",0,1,0,1,2,0.821
"0000000604",46,1,8,"Postgraduate","Single",1,"White collar",3,1,1,0,4,"Stockholm","Svealand",4,4,5,5,1,1,1,4,2,10,,3,3,3,3,4,1,3,3,2,4,2,4,5,5,1,2,2,3,3,0,2,7,7,6,0,3,5,9,0,6,7,6,0,4,6,10,0,8,5,5,8,8,1,6,9,4,7,6,1,"C","L",1,"Left",0,0,0,0,2,0.7658
"0000000598",22,0,5,"No degree","Single",0,"Worker",1,2,1,0,2,"Västra Götaland","Götaland",3,3,3,4,2,3,1,3,2,7,2,2,2,3,1,3,1,2,2,3,,2,2,4,3,3,4,2,3,1,1,0,,,,3,3,0,1,3,2,1,1,3,3,0,2,3,0,0,0,5,10,0,2,9,0,2,5,0,,"KD",,,,,,0,1,1.7851
"0000001615",54,0,3,"No degree","Single",0,"Worker",3,2,0,1,2,"Blekinge","Götaland",3,4,5,5,4,3,4,3,1,10,3,2,3,4,2,3,1,3,2,3,3,3,3,5,3,3,3,3,3,3,1,3,,,9,2,8,5,5,1,5,5,6,1,2,1,3,1,5,1,5,5,5,5,5,5,5,5,5,1,"S","M",1,"Left",0,0,1,0,1,1.1008
"0000000594",40,0,8,"Postgraduate","Married",1,"White collar",5,1,1,0,2,"Örebro","Svealand",3,4,5,5,2,1,1,4,3,8,4,3,3,4,2,3,1,3,3,1,3,3,3,5,5,2,3,2,2,3,1,2,7,7,9,0,1,8,5,0,9,3,9,0,1,7,6,0,5,3,2,9,9,0,4,10,2,7,2,1,"S","S",0,"Left",0,0,1,1,2,1.0805
"0000002008",18,1,4,"No degree","Single",0,"Worker",3,4,1,1,2,"Uppsala","Svealand",4,4,5,2,2,4,2,4,5,10,1,3,3,4,2,4,2,3,1,1,4,4,4,5,5,2,3,4,3,2,1,5,7,7,9,0,1,5,7,3,3,3,10,0,0,5,7,0,3,2,3,9,10,0,5,,,7,4,1,"S",,,"Left",0,0,1,1,2,2.2604
"0000000775",41,0,5,"No degree","Divorced",1,,5,2,0,,1,"Västernorrland","Norrland",2,4,4,4,5,4,4,4,3,7,3,3,2,2,2,2,2,2,2,2,,3,3,5,4,3,2,3,3,3,1,4,6,6,5,9,8,1,1,7,0,6,6,9,8,1,1,7,0,7,3,8,8,0,4,7,3,6,8,,,,,,,,,0,2,1.5282
"0000000589",55,1,4,"No degree","Married",1,"White collar",5,1,1,0,3,"Stockholm","Svealand",3,4,5,4,4,4,2,4,2,8,3,3,3,3,2,2,1,3,3,3,3,3,4,5,4,2,3,1,3,3,1,7,7,7,9,1,5,3,8,2,2,2,9,2,5,2,7,2,1,1,3,10,8,1,5,5,2,5,5,1,"S","M",1,"Left",0,0,1,0,1,1.1901
"0000000583",34,1,7,"Bachelor","Single",0,"White collar",4,1,1,0,3,"Halland","Götaland",1,4,5,4,4,2,3,3,3,10,3,3,3,3,2,3,2,2,2,1,4,3,3,5,5,2,4,3,3,2,1,1,7,7,7,0,8,1,4,7,5,7,8,5,9,1,3,8,3,5,4,9,8,0,4,8,5,6,7,1,"M","KD",1,"Right",0,1,0,0,,1.073
"0000000579",35,1,8,"Postgraduate","Married",1,"White collar",1,3,0,,2,"Jönköping","Götaland",2,4,4,1,2,1,2,2,4,9,3,3,3,2,3,2,1,3,3,3,,3,3,4,4,3,2,3,3,4,,,4,0,7,7,7,6,6,7,5,6,5,5,5,5,5,5,5,5,,,,,,,,,,1,,,,,,,,0,,1.073
"0000000576",36,1,7,"Bachelor","Married",,"White collar",2,1,1,0,3,"Stockholm","Svealand",4,4,5,3,1,1,1,1,1,8,3,3,3,4,3,4,2,3,3,2,4,3,3,5,5,2,1,3,3,3,1,6,6,7,8,0,1,9,7,1,8,1,8,0,0,7,8,0,9,0,7,9,9,2,9,10,4,8,3,1,"V","V",0,"Left",0,0,0,1,2,1.073
"0000002197",19,0,4,"No degree","Single",0,,5,1,1,0,2,"Skåne","Götaland",4,5,4,5,5,1,1,1,2,8,3,1,3,3,1,4,2,2,2,1,,3,2,5,5,2,2,2,3,4,1,7,3,7,4,0,0,10,4,0,7,6,2,0,0,3,8,0,5,1,3,8,8,0,6,10,3,6,1,1,"V",,,"Left",0,0,0,1,2,1.6396
"0000000569",52,0,7,"Bachelor","Married",1,"White collar",4,1,1,1,1,"Skåne","Götaland",3,4,5,4,1,2,1,1,2,7,3,3,3,3,3,3,2,3,4,2,2,4,3,5,5,2,2,3,3,3,1,7,6,7,6,0,5,7,10,5,0,1,9,0,6,6,10,0,0,5,2,10,8,0,5,9,2,7,4,1,"C","C",0,"Left",0,0,0,1,3,0.7712
"0000000566",39,1,8,"Postgraduate","Married",1,"White collar",5,1,1,0,2,"Västernorrland","Norrland",3,4,5,3,2,2,1,1,1,9,4,4,4,4,3,3,2,3,3,1,4,4,3,5,4,2,3,2,3,3,1,3,3,7,8,0,5,4,9,5,7,7,8,0,7,4,9,4,5,5,2,10,8,1,5,7,3,6,4,1,"C","C",0,"Left",0,0,0,0,2,1.073
"0000000560",32,1,7,"Bachelor","Married",1,"White collar",5,1,1,0,1,"Östergötland","Götaland",1,3,3,3,3,3,4,4,3,5,2,3,3,3,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,2,1,0,0,0,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,9,3,5,5,5,5,5,1,"M","M",0,"Right",0,1,0,0,,1.073
"0000000547",41,1,,,"Divorced",,,,,1,0,,"Östergötland","Götaland",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7658
"0000000546",66,0,4,"No degree","Married",1,"White collar",4,2,1,0,1,"Västerbotten","Norrland",3,4,5,2,4,1,1,1,3,9,3,3,4,3,3,2,1,4,3,3,4,4,4,5,5,3,3,4,4,4,0,1,5,6,7,0,6,5,10,0,0,4,10,0,6,6,9,0,1,6,0,6,10,0,5,10,2,10,7,1,"C","C",0,"Left",0,0,0,1,2,0.821
"0000000545",27,0,7,"Bachelor","Single",1,"White collar",2,3,1,0,2,"Norrbotten","Norrland",4,5,5,4,1,1,1,1,1,9,4,4,4,4,3,4,2,2,4,2,2,1,3,5,4,3,3,3,3,4,1,7,7,7,5,1,2,4,7,2,6,3,6,2,2,5,6,2,5,3,6,6,7,3,7,7,4,7,7,1,"C","C",0,"Left",0,0,0,0,,1.0805
"0000000543",60,1,8,"Postgraduate","Single",1,"White collar",3,2,1,0,1,"Kronoberg","Götaland",4,5,5,3,1,1,1,1,1,8,4,3,4,4,3,4,1,3,3,2,4,3,3,5,4,3,1,4,4,4,0,7,7,1,5,4,6,5,4,6,4,8,6,6,6,5,4,5,4,6,5,5,8,3,5,8,3,6,6,1,"L","M",1,"Right",0,1,0,1,2,0.7658
"0000000540",47,0,4,"No degree","Married",1,"White collar",5,1,1,0,1,"Stockholm","Svealand",4,5,5,5,1,2,1,2,2,7,2,3,3,4,2,3,3,3,3,4,3,3,3,4,5,2,1,2,3,4,1,7,4,7,6,0,2,9,6,1,7,4,7,0,1,7,7,0,8,2,4,7,8,2,5,9,4,7,3,1,"V","V",0,"Left",0,0,0,0,2,1.1008
"0000000538",54,0,7,"Bachelor","Married",1,"White collar",5,2,1,0,2,"Västra Götaland","Götaland",4,5,5,4,1,3,1,1,1,9,3,3,3,4,3,3,2,3,3,2,4,4,4,5,5,3,4,4,4,4,1,7,7,7,9,2,6,2,8,2,3,9,9,2,6,1,8,2,2,9,6,2,8,1,6,9,4,7,7,1,"L","L",0,"Right",0,1,0,1,2,0.7712
"0000002755",95,0,3,"No degree","Married",0,,2,2,1,,2,"Östergötland","Götaland",3,5,5,5,3,3,1,1,3,10,4,4,3,3,3,3,3,3,3,3,4,4,3,5,5,3,4,3,3,3,0,7,0,0,8,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,0,5,10,0,5,5,5,5,0,1,"S","S",0,"Left",0,0,1,1,2,0.7541
"0000001417",69,1,6,"No degree","Divorced",0,"White collar",2,2,1,0,2,"Värmland","Svealand",3,5,5,5,4,1,4,4,3,8,,,,,1,3,2,3,3,2,2,2,3,5,4,2,2,5,4,3,0,3,,,8,9,7,7,8,7,1,6,7,9,7,6,7,8,1,6,6,9,9,2,6,9,1,8,7,1,"S","S",0,"Left",0,0,1,0,2,1.0396
"0000001630",62,1,6,"No degree","Divorced",1,,2,1,1,0,3,"Stockholm","Svealand",3,4,5,2,1,1,1,,,6,3,2,3,2,2,1,1,3,3,3,3,2,,4,5,2,2,1,3,2,1,4,1,0,9,0,3,5,8,0,9,1,9,0,3,8,10,0,5,1,3,10,9,0,5,9,3,8,5,1,"S","MP",1,"Left",0,0,1,1,2,1.5176
"0000000541",45,1,7,"Bachelor","Single",1,"White collar",2,1,0,,3,"Stockholm","Svealand",3,4,5,4,3,1,1,3,2,9,3,4,3,4,3,4,2,3,3,2,4,4,4,5,5,2,3,3,3,3,1,2,7,7,9,0,1,10,5,1,10,5,9,2,5,8,9,2,10,4,1,10,9,0,5,9,2,6,1,1,"MP","V",1,"Left",0,0,0,0,2,0.7658
"0000001592",25,0,5,"No degree","Single",0,"Worker",1,1,1,0,2,"Kalmar","Götaland",2,3,4,,,,1,1,4,9,2,2,3,4,2,3,2,3,3,1,3,3,3,4,4,4,3,2,3,3,1,,4,2,5,0,5,8,5,1,5,3,7,0,2,8,5,1,5,5,5,10,7,0,5,8,2,8,1,1,"V","MP",1,"Left",0,0,0,1,2,1.3555
"0000002373",55,1,,,"Divorced",,,,,1,1,,"Blekinge","Götaland",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5176
"0000000533",73,1,8,"Postgraduate","Widowed",1,"White collar",2,3,1,0,1,"Uppsala","Svealand",3,3,5,3,3,3,1,1,1,8,3,3,3,3,2,2,2,3,3,2,,3,3,4,3,2,3,2,4,3,1,6,4,0,5,0,5,5,5,0,5,5,5,4,5,4,5,4,5,5,1,10,10,1,6,6,5,7,5,1,,,,,,,,0,,0.5247
"0000000511",62,1,7,"Bachelor","Single",0,"White collar",3,1,1,0,3,"Stockholm","Svealand",4,4,5,2,3,1,1,1,1,9,3,3,3,3,2,3,1,2,2,1,,4,4,5,4,3,3,,,,0,7,7,0,6,0,8,0,6,5,1,8,10,1,8,5,5,5,5,7,4,10,8,0,6,8,1,7,8,1,,,,,,,,1,2,0.7658
"0000001134",59,1,4,"No degree","Married",1,"Worker",2,1,1,0,1,"Västra Götaland","Götaland",4,5,5,1,1,1,1,4,2,10,4,,2,4,,3,1,4,3,4,,4,3,5,5,2,1,3,4,3,1,7,7,0,10,0,0,9,8,0,10,5,10,0,0,8,8,0,10,1,2,10,10,0,4,10,1,9,1,1,,"MP",,,,,,1,3,1.1901
"0000000500",34,0,,,"Married",,,,,1,1,,"Stockholm","Svealand",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275
"0000002750",69,0,2,"No degree","Single",1,,1,,1,0,2,"Västernorrland","Norrland",2,5,,,,5,1,,,9,1,,,,,,,3,3,4,2,1,1,4,5,3,4,4,,,0,1,,,7,,,,,,,,8,,,,,,,,7,,,,,,,,,1,"S","S",0,"Left",0,0,1,0,2,1.0469
"0000001297",37,1,4,"No degree","Single",1,"Worker",4,1,1,0,2,"Gävleborg","Norrland",3,4,5,4,3,3,3,3,3,8,3,3,4,3,3,3,2,2,3,1,4,3,3,4,4,3,3,4,4,3,1,4,7,7,6,7,8,1,4,9,1,5,7,7,8,2,1,9,5,6,3,10,7,1,3,9,0,6,7,1,"KD","KD",0,"Right",0,1,0,0,2,1.6674
"0000001973",81,1,3,"No degree","Married",0,"Worker",2,2,1,0,1,"Halland","Götaland",3,4,5,1,4,3,1,1,1,5,2,2,1,3,2,3,2,3,3,2,3,3,3,4,3,3,3,4,4,3,1,6,7,6,5,0,4,0,7,4,5,6,6,0,5,,7,0,0,,,,,,,,,,,1,"C","C",0,"Left",0,0,0,1,2,0.7489
"0000002611",66,1,4,"No degree","Single",,"White collar",2,1,1,0,1,"Kalmar","Götaland",2,4,5,4,2,1,1,5,4,8,4,4,3,4,2,3,1,4,4,4,3,3,3,5,4,3,3,5,4,3,0,6,1,1,10,0,6,10,7,1,9,3,10,0,1,9,0,0,10,8,2,10,9,0,5,8,2,8,1,1,"S","V",1,"Left",0,0,1,0,2,0.8153
"0000001823",68,0,3,"No degree","Divorced",0,"Worker",3,2,1,0,2,"Skåne","Götaland",2,4,5,5,4,4,1,1,4,10,4,3,3,4,3,2,2,2,2,2,,3,3,5,5,3,3,3,3,2,0,2,0,1,4,9,9,2,1,4,0,2,4,9,9,2,1,4,0,2,2,8,10,0,2,7,0,6,7,,,,,,,,,0,,1.1092
"0000002323",21,1,4,"No degree","Single",0,,5,1,1,1,3,"Halland","Götaland",3,4,5,4,1,1,1,4,4,6,4,3,1,4,3,3,2,2,2,2,4,4,2,4,5,2,2,2,2,3,1,7,0,7,4,0,1,9,5,0,7,5,7,0,1,10,6,0,7,4,5,10,9,1,7,9,1,8,2,1,"V",,,"Left",0,0,0,1,3,1.7726
"0000000126",60,1,8,"Postgraduate","Married",1,"White collar",5,1,1,0,2,"Skåne","Götaland",3,4,5,5,1,1,1,2,1,9,3,2,4,4,2,4,1,3,3,2,2,4,3,5,5,3,1,1,3,3,,7,7,0,6,0,7,2,7,0,2,7,7,0,5,2,7,0,2,6,4,9,10,0,5,10,3,7,7,1,"C","M",1,"Left",0,0,0,0,1,0.7658
"0000002747",81,1,7,"Bachelor","Married",0,"White collar",2,3,1,0,2,"Skåne","Götaland",3,4,5,1,1,1,1,2,2,9,3,3,3,3,3,3,1,3,3,2,,3,3,5,4,3,3,3,3,3,0,7,6,7,3,1,8,1,7,8,1,8,6,6,6,3,3,8,3,6,3,10,9,0,5,8,1,7,7,1,,,,,,,,0,2,0.5247
"0000002806",70,1,8,"Postgraduate","Married",1,"White collar",3,1,1,0,2,"Örebro","Svealand",4,5,5,5,4,1,1,1,4,8,3,3,3,3,3,2,,3,2,2,,3,3,4,4,2,3,4,2,3,1,7,6,7,9,0,1,3,7,4,6,9,10,0,1,7,3,1,7,7,5,9,10,1,6,9,3,7,6,1,"S","C",1,"Left",0,0,1,1,2,0.5247
"0000000479",46,1,8,"Postgraduate","Married",1,"Worker",3,1,1,0,2,"Norrbotten","Norrland",2,4,4,3,2,3,1,1,4,8,3,3,2,3,2,3,3,3,3,2,,3,3,4,3,2,2,3,3,3,1,7,0,7,5,3,2,4,3,3,1,2,4,3,1,3,3,3,2,3,3,8,10,0,3,9,1,9,5,1,,,,,,,,1,2,0.7658
"0000001601",20,0,4,"No degree","Single",0,"Worker",5,2,1,1,1,"Södermanland","Svealand",3,4,5,3,2,1,1,1,1,10,4,4,4,4,3,4,3,3,4,2,4,4,4,5,5,4,4,2,3,3,1,3,7,7,5,5,9,2,6,6,4,7,9,9,10,5,7,8,5,8,4,10,9,0,5,9,2,8,8,1,"M",,,"Right",0,1,0,1,3,1.7851
"0000000477",39,1,8,"Postgraduate","Married",1,"Worker",3,1,1,0,2,"Skåne","Götaland",3,4,5,5,2,1,1,2,2,8,2,3,2,4,2,2,1,3,3,1,2,2,3,5,4,2,1,2,4,2,1,1,7,7,8,0,6,4,6,6,6,5,8,0,0,2,5,2,5,5,2,8,10,0,4,8,3,6,4,1,"S","S",0,"Left",0,0,1,0,,1.073
"0000000743",23,0,,,"Single",,,,,1,1,,"Halland","Götaland",2,2,5,3,4,3,1,2,1,10,3,2,2,4,2,3,3,1,4,,,,,,,,,,,,,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1487
"0000001791",72,0,6,"No degree","Married",1,"White collar",2,1,1,0,2,"Stockholm","Svealand",3,5,5,4,1,2,1,1,1,8,3,3,3,3,2,4,2,3,3,1,4,4,3,5,5,3,3,2,4,4,1,7,0,4,10,0,0,10,2,2,7,2,10,0,2,7,7,2,6,2,3,10,10,0,4,8,4,7,2,1,"S","V",1,"Left",0,0,1,1,2,0.821
"0000000460",56,1,6,"No degree","Married",0,"White collar",5,1,1,0,1,"Jönköping","Götaland",1,5,5,5,1,1,1,1,1,9,4,4,3,4,3,3,2,3,3,2,4,3,3,5,4,2,3,3,4,2,1,3,3,0,9,0,7,5,6,4,4,8,9,3,8,5,8,4,5,6,4,10,8,1,6,10,4,7,5,1,"S","S",0,"Left",0,0,1,0,1,0.9037
"0000000127",61,1,7,"Bachelor","Married",1,"White collar",5,2,1,0,2,"Västra Götaland","Götaland",3,5,5,4,1,3,1,1,1,9,4,3,4,4,3,3,1,2,3,2,4,4,3,5,5,3,3,3,5,5,0,7,0,0,2,0,10,0,2,9,0,6,0,5,10,5,0,9,0,8,3,10,8,0,3,8,0,7,8,1,"M","M",0,"Right",0,1,0,1,3,0.9037
"0000002158",65,1,6,"No degree","Married",1,"White collar",2,3,1,1,2,"Östergötland","Götaland",4,5,5,4,1,1,1,1,2,9,3,3,3,4,3,3,2,3,4,4,4,4,3,4,5,2,2,2,4,3,1,7,5,0,7,0,1,10,6,0,8,2,7,0,1,10,6,0,8,2,3,10,10,1,6,10,2,7,1,1,"V","V",0,"Left",0,0,0,1,2,0.7489
"0000000450",33,1,7,"Bachelor","Married",1,"White collar",3,1,1,0,2,"Stockholm","Svealand",3,5,5,5,2,3,1,1,4,7,3,2,3,4,3,3,3,3,3,3,4,3,3,5,4,2,2,4,5,3,1,3,1,3,10,1,1,9,5,0,10,5,10,0,0,5,7,0,6,5,,,,,,,,,,1,"S","V",1,"Left",0,0,1,1,3,1.073
"0000000448",42,1,5,"No degree","Married",1,"Worker",2,2,1,0,1,"Jönköping","Götaland",2,3,4,4,4,4,3,4,4,6,3,3,3,4,2,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,1,3,7,7,8,5,9,3,4,7,5,4,6,3,8,3,4,6,4,3,5,5,5,5,5,5,5,5,6,1,"M","S",1,"Right",0,1,0,0,,0.9037
"0000000447",30,1,7,"Bachelor","Single",1,,1,1,1,1,2,"Skåne","Götaland",2,2,5,5,5,2,4,3,5,7,1,2,1,3,2,3,2,2,1,1,3,2,2,4,1,2,1,2,2,1,1,0,0,6,5,7,6,9,9,6,10,6,5,5,7,9,9,5,5,5,7,8,7,1,3,7,5,5,3,1,"KD",,,"Right",0,1,0,0,2,1.073
"0000000443",30,0,5,"No degree","Single",1,"Worker",1,2,1,0,2,"Västerbotten","Norrland",4,4,5,5,1,1,1,3,5,7,2,2,3,4,2,3,1,2,3,2,4,3,3,5,5,1,2,4,3,3,1,0,7,7,3,0,1,7,2,1,5,2,5,0,0,7,2,1,5,1,5,10,10,2,6,9,5,7,0,1,"V","V",0,"Left",0,0,0,0,2,1.275
