"id","age","female","educ","educ3","marital","union","ses","income","relig","bornswe","foreignpar","urban","county","land","polint","inteff","dem_pref","dem_courts","dem_strong","dem_women","run_business","run_experts","run_referenda","demlevel","tr_parl","tr_govt","tr_court","tr_sci","tr_party","tr_media","tr_socmed","govperf","govcovid","econ","satvote","satchoice","satdem","fair","exteff","fairgroups","health","pand_unity","pand_dem","pand_fin","covid","news_tv","news_web","news_soc","like_s","like_sd","like_m","like_v","like_c","like_kd","like_mp","like_l","lead_andersson","lead_akesson","lead_kristersson","lead_dadgostar","lead_loof","lead_busch","lead_stenevi","lead_pehrson","lr_s","lr_sd","lr_m","lr_v","lr_c","lr_kd","lr_mp","lr_l","lr_self","turnout","vote","prevvote","switched","bloc","vote_sd","vote_right","vote_inc","pid","pid_close","wt"
"0000002228",77,0,4,"No degree","Married",0,"White collar",,1,1,0,1,"Örebro","Svealand",,4,5,3,1,3,1,1,1,10,4,4,4,4,3,3,1,3,3,3,3,3,4,5,5,3,2,3,5,3,1,4,0,0,5,1,7,5,7,3,8,9,7,5,5,7,5,5,7,9,3,10,10,0,5,8,3,8,7,1,"L","C",1,"Right",0,1,0,0,2,0.6234
"0000000458",59,1,6,"No degree","Married",1,"Worker",4,1,1,0,2,"Västernorrland","Norrland",3,4,5,2,2,1,1,1,1,10,4,4,2,3,3,3,2,4,4,2,4,3,3,5,5,3,3,2,4,3,1,6,2,7,10,0,0,3,3,0,1,1,10,0,0,2,8,0,1,1,,10,,0,5,10,6,9,1,1,"S","S",0,"Left",0,0,1,1,3,0.9037
"0000002712",78,0,2,"No degree","Married",0,"White collar",2,1,1,0,2,"Värmland","Svealand",3,4,5,4,4,3,2,1,1,10,3,3,2,3,2,3,1,1,3,4,4,4,3,5,2,3,3,3,3,3,0,7,4,0,3,7,8,3,1,9,0,5,2,9,9,6,0,10,0,6,0,9,10,0,2,8,0,4,8,1,"KD","KD",0,"Right",0,1,0,1,2,0.7541
"0000002480",87,1,2,"No degree","Divorced",1,"White collar",2,1,1,,2,"Norrbotten","Norrland",4,5,5,4,5,1,1,1,1,10,4,4,4,4,3,3,2,4,4,2,4,4,4,5,5,3,3,3,4,4,0,7,7,0,10,0,0,8,0,0,7,0,10,0,0,8,9,0,8,0,0,10,10,0,0,10,0,,0,1,"S","S",0,"Left",0,0,1,1,,1.1014
"0000000602",56,1,6,"No degree","Widowed",1,"White collar",3,2,1,0,2,"Kronoberg","Götaland",2,4,5,4,4,1,4,4,1,7,2,1,2,3,1,1,1,2,2,1,,1,3,4,3,2,2,2,3,2,1,1,2,2,5,0,7,0,6,0,0,8,7,0,5,5,3,0,0,7,3,10,9,0,4,9,1,7,6,1,,,,,,,,0,2,0.9037
"0000001233",25,1,8,"Postgraduate","Single",1,"White collar",2,1,1,0,4,"Stockholm","Svealand",2,5,5,5,2,3,2,4,2,7,3,3,3,4,3,3,2,2,3,1,4,3,3,5,4,3,3,3,3,2,1,1,4,6,6,2,8,1,2,4,0,4,5,5,5,5,5,4,2,5,4,9,7,1,4,8,3,6,6,1,"M","M",0,"Right",0,1,0,0,2,1.1407
"0000001605",32,0,5,"No degree","Single",1,"Worker",2,1,1,1,2,"Östergötland","Götaland",1,1,5,5,3,3,3,3,4,7,2,2,3,4,1,3,2,3,3,2,,4,3,4,4,2,3,3,3,2,1,0,0,0,7,3,5,5,6,5,5,6,7,3,3,5,6,4,5,5,2,10,6,1,5,8,3,4,4,0,,"C",,,,,,0,,1.275
"0000002562",80,1,3,"No degree","Married",0,"Self-employed",2,3,1,0,2,"Västerbotten","Norrland",2,3,5,5,4,2,3,,,8,3,2,3,3,3,3,2,3,3,3,3,3,3,5,4,2,2,3,4,5,0,7,2,0,2,3,9,2,6,5,3,4,8,6,8,5,8,6,6,5,5,1,9,1,1,1,1,6,5,1,"M","M",0,"Right",0,1,0,0,2,0.7489
"0000002513",83,1,5,"No degree","Married",,,,3,1,0,,"Kalmar","Götaland",4,3,5,3,3,5,1,1,1,8,3,3,3,3,2,2,1,3,3,,3,3,3,5,5,2,,4,,4,0,7,0,0,10,0,2,2,9,6,6,7,10,0,2,2,10,3,0,6,,,,,,,,,,1,"S","C",1,"Left",0,0,1,1,2,1.1014
"0000001344",38,1,7,"Bachelor","Married",0,"Worker",1,4,0,,3,"Örebro","Svealand",3,3,3,3,3,3,4,3,4,9,2,2,2,2,1,1,2,2,3,2,,3,3,5,5,2,3,2,2,1,1,4,2,2,6,8,8,3,4,8,5,6,6,8,7,6,4,6,,,0,8,5,0,0,6,0,,7,1,,"S",,,,,,0,,1.2661
"0000001792",73,1,8,"Postgraduate","Married",0,"White collar",3,1,1,0,4,"Uppsala","Svealand",2,4,5,4,4,3,1,4,3,7,3,3,3,3,3,3,3,3,4,2,,4,3,3,4,3,2,3,3,3,1,3,7,7,8,0,8,0,8,5,0,8,8,0,8,0,8,5,0,8,5,10,6,0,5,2,2,5,6,1,,,,,,,,0,,0.5247
"0000001394",61,1,5,"No degree","Divorced",0,"Worker",1,1,1,0,2,"Uppsala","Svealand",2,3,5,5,5,3,3,3,4,6,2,2,2,2,2,2,1,1,1,1,,4,3,5,1,2,2,2,3,3,1,1,0,0,0,10,10,0,0,10,0,0,0,10,10,0,0,10,0,0,0,10,10,0,0,10,0,5,10,1,,,,,,,,0,,1.0931
"0000000320",34,1,8,"Postgraduate","Married",1,"White collar",,1,1,0,4,"Västra Götaland","Götaland",3,4,5,5,1,2,1,3,4,7,3,2,3,3,2,3,2,2,2,2,3,3,3,4,4,2,2,3,3,3,1,0,7,7,4,0,0,8,6,0,8,2,7,0,0,6,7,0,7,5,4,9,8,1,8,8,4,7,2,1,"MP","V",1,"Left",0,0,0,0,2,1.073
"0000002282",73,0,3,"No degree","Single",1,"White collar",3,1,1,0,2,"Västernorrland","Norrland",2,5,5,5,4,3,4,4,3,8,3,3,3,3,2,2,2,3,3,2,,3,3,5,4,3,2,4,3,3,0,7,2,7,3,3,7,2,5,5,1,5,3,3,5,3,3,5,1,5,5,6,7,1,5,6,5,7,7,1,,,,,,,,0,1,0.7541
"0000002749",49,1,8,"Postgraduate","Married",0,"White collar",5,2,1,0,3,"Skåne","Götaland",3,5,5,5,1,1,1,1,1,9,3,3,3,3,3,4,2,3,4,1,4,3,4,5,5,3,3,3,3,3,1,5,0,7,6,3,9,3,9,7,7,10,9,8,8,8,8,7,8,8,4,4,10,0,6,10,5,8,8,1,"L",,,"Right",0,1,0,1,1,0.7658
"0000001335",67,1,3,"No degree","Married",1,"Worker",3,3,1,0,1,"Halland","Götaland",4,4,4,5,4,2,2,4,4,,3,3,4,4,3,2,2,3,3,2,4,4,3,5,3,3,3,4,3,3,1,7,7,7,9,4,6,5,6,6,7,6,10,4,7,7,6,2,7,7,3,8,8,1,5,8,4,7,4,1,"S","S",0,"Left",0,0,1,1,2,0.7489
"0000002683",59,1,6,"No degree","Married",0,"White collar",3,,1,0,3,"Stockholm","Svealand",3,5,5,4,1,3,1,4,4,10,4,4,4,4,4,3,2,3,3,2,3,3,3,5,5,3,3,4,4,3,1,7,6,2,4,10,9,0,6,7,1,7,8,10,9,0,5,9,0,7,3,10,10,0,5,8,1,8,10,1,"SD","M",1,"Right",1,1,0,1,2,0.9037
"0000000976",60,0,3,"No degree","Married",0,"Self-employed",3,1,1,0,2,"Gotland","Götaland",4,4,4,4,1,2,1,4,2,8,3,3,3,4,2,3,1,3,3,3,4,4,2,4,4,2,3,3,3,2,1,3,1,7,8,0,1,9,6,0,10,4,9,0,1,9,7,0,9,3,5,10,9,1,6,10,3,7,2,1,"MP","S",1,"Left",0,0,0,1,1,0.91
"0000000332",48,0,8,"Postgraduate","Married",,"Self-employed",4,1,1,0,1,"Skåne","Götaland",3,5,4,3,4,5,4,4,4,2,2,2,2,2,2,2,2,2,3,2,4,3,2,3,3,3,3,2,2,3,1,1,6,7,5,2,9,1,5,7,0,7,6,6,8,6,2,7,1,7,3,5,8,1,5,9,2,7,8,1,"M","M",0,"Right",0,1,0,1,2,1.1984
"0000001968",87,1,3,"No degree","Widowed",0,"White collar",1,3,1,,1,"Skåne","Götaland",3,4,5,4,3,3,1,1,3,10,3,3,3,4,2,3,,3,3,4,4,3,3,5,4,3,3,4,4,4,0,7,0,0,10,,4,3,5,,4,5,10,0,5,3,,0,5,5,,1,,10,5,10,3,,,1,"S","S",0,"Left",0,0,1,0,2,1.0396
"0000001581",70,0,4,"No degree","Married",0,"White collar",1,1,1,0,2,"Värmland","Svealand",3,5,5,,,,,5,,6,2,2,2,3,3,2,2,1,1,2,4,4,2,5,5,3,2,3,3,4,1,4,,,4,10,4,2,0,3,0,,0,,5,2,0,2,0,0,0,10,7,0,0,3,0,5,10,1,"SD","SD",0,"Right",1,1,0,1,3,0.7541
"0000000189",51,0,7,"Bachelor","Married",1,"White collar",5,1,1,0,1,"Västra Götaland","Götaland",1,4,5,4,2,1,1,3,4,9,3,4,4,4,2,1,1,4,3,1,4,2,3,5,4,2,1,1,2,3,1,1,1,5,9,0,7,3,7,5,2,5,,,,,,,,,4,9,8,8,4,6,5,,5,1,"S","S",0,"Left",0,0,1,0,,0.7712
"0000002145",58,1,5,"No degree","Married",0,"Self-employed",3,3,1,0,2,"Östergötland","Götaland",2,4,4,5,5,2,1,1,2,9,4,3,2,3,2,4,2,3,3,2,4,4,3,5,4,3,4,4,3,1,1,2,0,7,6,9,10,5,5,8,5,8,,9,10,,,,,,1,8,10,0,9,9,1,9,10,1,"M",,,"Right",0,1,0,0,2,1.1901
"0000001424",27,0,4,"No degree","Single",0,"Worker",2,3,1,1,3,"Stockholm","Svealand",2,4,4,3,4,5,3,4,1,5,3,3,1,4,1,2,2,1,2,3,4,3,2,3,4,2,1,2,3,3,0,2,7,7,0,10,10,0,0,10,0,5,0,10,10,0,0,10,0,5,3,10,10,0,1,10,0,5,10,1,"SD","SD",0,"Right",1,1,0,0,1,1.0805
"0000002249",90,1,2,"No degree","Widowed",1,"Worker",1,1,1,,2,"Västmanland","Svealand",3,4,5,5,4,3,3,3,2,5,2,2,1,3,2,2,1,3,3,3,,3,3,3,3,2,1,3,3,3,,7,0,0,7,0,7,7,7,0,7,7,8,0,8,8,8,0,8,8,5,10,10,5,5,10,5,5,5,1,,,,,,,,0,,0.7489
"0000001214",67,0,3,"No degree","Married",0,"Worker",2,1,1,0,1,"Södermanland","Svealand",3,4,5,5,4,4,1,1,1,7,3,2,2,3,2,3,1,3,3,2,3,3,3,4,4,2,4,2,3,3,1,7,0,0,8,0,3,0,5,3,5,3,9,0,1,0,7,3,5,7,3,10,7,0,4,6,2,5,4,1,"S","S",0,"Left",0,0,1,0,,1.0469
"0000002287",71,0,2,"No degree","Married",1,"Worker",2,2,1,0,1,"Halland","Götaland",2,4,5,4,4,4,3,3,3,5,2,2,1,2,2,2,1,2,2,1,3,3,3,3,4,3,3,4,3,2,1,2,0,0,8,5,5,5,5,5,5,5,10,5,6,5,5,5,5,5,0,5,10,0,6,9,6,0,4,1,"S","S",0,"Left",0,0,1,1,2,1.1092
"0000000676",35,0,8,"Postgraduate","Married",0,"White collar",5,2,1,0,3,"Stockholm","Svealand",2,5,5,5,1,1,1,3,1,10,3,3,4,4,2,2,1,2,3,1,3,3,4,5,5,1,3,2,5,3,1,5,7,7,7,0,7,0,6,7,2,8,8,3,7,0,5,6,0,5,3,10,9,0,5,8,1,6,6,1,"L","C",1,"Right",0,1,0,0,1,1.0805
"0000002835",81,0,6,"No degree","Widowed",0,"Worker",1,6,0,,3,"Stockholm","Svealand",4,4,5,5,5,1,1,3,3,10,3,3,2,3,2,1,2,3,3,4,,,3,5,3,3,2,4,5,4,,7,0,0,7,7,7,5,5,5,0,5,6,6,6,2,1,5,0,5,5,6,6,2,2,5,0,4,6,0,,,,,,,,0,2,0.821
"0000000030",43,0,8,"Postgraduate","Married",0,"White collar",5,1,1,0,4,"Stockholm","Svealand",3,5,5,5,4,1,3,4,5,9,3,3,3,4,2,4,2,3,4,3,4,4,4,5,5,3,3,4,4,4,0,1,7,7,10,0,6,5,9,0,8,7,10,0,4,8,10,0,8,7,3,10,9,0,4,10,3,7,4,1,"S","M",1,"Left",0,0,1,0,2,0.7712
"0000002232",77,0,2,"No degree","Married",1,"White collar",3,2,1,0,2,"Västmanland","Svealand",4,5,5,1,1,5,1,1,1,10,3,4,3,4,3,3,1,3,4,3,4,4,4,5,5,2,4,4,4,3,0,7,7,7,10,0,0,7,7,0,7,0,10,0,0,7,7,0,5,0,0,10,10,0,6,10,4,10,0,1,"S","S",0,"Left",0,0,1,1,3,0.7541
"0000001848",72,0,2,"No degree","Married",0,"Self-employed",1,2,1,0,1,"Kalmar","Götaland",2,4,5,1,1,1,1,1,4,5,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,3,3,4,4,3,1,7,0,1,8,4,2,3,4,3,5,2,9,6,1,4,4,2,3,3,2,9,9,2,3,10,1,10,7,1,"S","S",0,"Left",0,0,1,0,,1.0469
"0000002658",84,1,2,"No degree","Single",0,"Worker",1,1,1,0,1,"Östergötland","Götaland",2,2,2,2,4,3,3,3,3,3,2,,,,,,,3,3,4,2,2,2,3,2,3,4,4,3,3,0,1,0,0,,,,,10,,,,6,,,,,,,,,,,,6,,,,,1,"C","C",0,"Left",0,0,0,0,2,1.1014
"0000002661",81,0,5,"No degree","Married",0,"White collar",4,1,1,0,2,"Gävleborg","Norrland",4,5,5,5,2,4,,,5,5,2,2,2,2,2,1,2,1,1,1,4,4,2,4,3,3,3,1,1,3,1,0,7,,0,8,8,0,0,8,0,3,0,7,7,6,0,6,0,6,1,5,7,1,1,7,1,5,7,1,"SD","M",1,"Right",1,1,0,1,1,0.821
"0000000989",62,0,6,"No degree","Married",1,"White collar",5,2,1,0,3,"Stockholm","Svealand",3,5,5,4,1,1,1,4,4,9,3,3,3,3,3,3,1,3,3,2,3,3,3,4,5,2,3,3,3,3,1,0,,0,6,0,5,4,6,3,6,5,7,2,2,2,4,4,6,5,4,9,8,2,7,8,2,6,6,1,"S","C",1,"Left",0,0,1,0,,0.91
"0000001197",45,1,8,"Postgraduate","Married",0,"White collar",5,1,1,0,2,"Norrbotten","Norrland",4,2,5,5,1,2,4,4,4,10,2,2,3,4,2,3,2,1,1,1,4,4,4,5,1,4,1,1,4,4,1,7,3,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,10,0,10,10,1,"SD","M",1,"Right",1,1,0,1,3,1.1901
"0000001582",52,0,3,"No degree","Married",0,"Worker",5,1,1,0,3,"Västra Götaland","Götaland",3,3,4,4,4,4,1,1,1,7,3,3,2,3,2,2,2,2,3,2,3,3,3,4,4,2,3,4,4,2,1,1,3,7,5,9,9,2,2,8,1,2,7,9,9,2,2,8,1,2,3,9,9,0,5,8,1,7,8,1,"SD","SD",0,"Right",1,1,0,0,,1.1008
"0000000151",38,1,9,"Postgraduate","Married",1,"White collar",5,1,1,0,4,"Stockholm","Svealand",4,5,5,5,3,3,1,1,4,9,4,4,4,3,3,2,1,1,1,2,4,4,3,4,5,3,3,2,3,3,1,7,7,7,,,,,,,,,0,10,10,0,10,10,0,10,3,5,8,0,6,10,0,7,8,1,"M","M",0,"Right",0,1,0,1,3,1.073
"0000002290",76,1,7,"Bachelor","Married",0,"Worker",3,1,1,0,1,"Västra Götaland","Götaland",4,4,5,,1,1,1,1,1,7,4,4,4,3,3,3,1,3,3,5,4,3,3,5,5,2,1,4,4,3,1,7,7,0,10,0,6,8,6,1,8,5,10,1,3,4,4,1,9,3,0,10,10,0,6,10,2,8,0,1,"S","S",0,"Left",0,0,1,1,3,0.6191
"0000002291",84,0,5,"No degree","Married",,,,,1,,,"Västra Götaland","Götaland",3,5,5,4,1,3,,,,,,,,,,,,,,,,,3,5,2,4,,3,,4,0,6,0,0,1,7,9,0,2,10,0,5,1,6,9,0,2,10,0,7,,5,,0,2,10,,7,8,,,"KD",,,,,,0,2,0.821
"0000000689",48,1,7,"Bachelor","Single",1,"White collar",5,1,1,0,2,"Östergötland","Götaland",2,4,5,5,1,2,1,2,2,8,3,3,3,3,3,3,3,3,3,4,4,4,3,5,5,3,3,1,3,3,0,2,6,6,9,0,7,7,8,7,8,7,9,0,4,5,8,5,5,5,3,10,7,0,5,8,2,10,4,1,"S",,,"Left",0,0,1,0,2,0.7658
"0000000213",44,1,8,"Postgraduate","Divorced",1,"White collar",2,2,1,0,4,"Västra Götaland","Götaland",3,3,5,5,1,1,1,2,2,7,3,3,3,4,2,4,1,3,3,2,3,3,3,5,4,2,2,3,3,3,1,5,1,7,8,0,,,6,0,8,1,9,0,,,9,0,8,0,4,8,8,2,5,9,3,7,2,1,"V","V",0,"Left",0,0,0,1,2,0.7658
"0000000367",56,0,7,"Bachelor","Married",1,,5,1,1,,3,"Stockholm","Svealand",3,5,5,2,1,3,1,1,3,8,3,3,2,3,2,1,1,1,1,1,4,4,3,3,4,3,2,3,2,2,1,5,5,7,6,9,9,0,0,7,0,7,9,10,9,,7,0,9,6,5,10,9,0,2,8,2,5,7,1,"M","M",0,"Right",0,1,0,0,2,0.91
"0000001066",55,1,4,"No degree","Single",1,,1,1,1,0,3,"Stockholm","Svealand",3,4,5,3,3,4,1,1,1,8,2,,3,3,3,2,3,1,2,3,3,3,3,5,4,3,3,4,4,5,1,7,7,7,1,10,9,0,0,9,0,8,5,10,9,0,0,9,0,0,0,10,10,0,4,10,0,10,6,1,"M","SD",1,"Right",0,1,0,0,,1.0931
"0000000490",49,0,8,"Postgraduate","Married",1,"White collar",4,1,1,0,2,"Skåne","Götaland",4,5,5,5,1,3,2,2,1,8,3,3,2,3,2,2,2,2,3,2,,4,3,4,5,3,3,3,3,3,1,3,7,4,6,5,7,0,3,5,0,6,6,5,7,2,4,4,1,7,6,6,9,0,4,8,1,7,7,1,"M","S",1,"Right",0,1,0,1,2,0.7712
"0000002293",76,1,4,"No degree","Married",0,"White collar",1,2,1,0,2,"Kalmar","Götaland",3,4,5,5,4,3,4,4,5,9,3,3,3,3,3,3,2,3,3,3,3,3,4,5,4,3,4,4,4,3,,6,4,2,9,5,7,5,5,7,6,9,10,5,6,6,6,7,6,8,5,8,8,1,6,7,4,6,6,1,"L","S",1,"Right",0,1,0,1,2,0.7489
"0000000761",52,0,3,"No degree","Married",0,"Self-employed",5,2,1,0,1,"Skåne","Götaland",3,5,5,5,1,3,1,1,3,10,3,3,3,3,3,3,1,3,4,1,4,4,4,5,5,4,2,3,3,4,0,3,6,1,3,2,6,0,2,7,0,7,7,7,6,6,5,7,3,6,0,0,10,0,10,10,0,10,10,1,"L","M",1,"Right",0,1,0,0,2,1.1984
"0000002294",74,0,8,"Postgraduate","Married",1,"White collar",4,2,1,0,1,"Gävleborg","Norrland",3,4,5,5,2,3,1,2,2,10,3,3,4,3,3,3,1,3,3,3,4,4,4,5,4,3,3,3,3,3,0,7,1,0,5,0,8,1,9,5,6,9,8,1,7,3,10,2,5,6,5,10,9,0,9,10,5,8,6,1,"C","L",1,"Left",0,0,0,0,1,0.5283
"0000000724",62,1,8,"Postgraduate","Divorced",,,,,1,0,,"Stockholm","Svealand",2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.7658
"0000000285",67,1,8,"Postgraduate","Widowed",,"White collar",1,1,1,0,1,"Örebro","Svealand",4,4,5,1,1,1,1,1,5,10,4,4,3,4,3,3,2,3,4,2,4,3,3,5,5,2,3,2,4,3,1,7,4,7,10,0,1,8,5,1,6,3,10,0,0,5,6,0,4,3,2,10,10,0,5,10,4,7,1,1,"S","S",0,"Left",0,0,1,1,3,0.5247
"0000002798",84,1,8,"Postgraduate","Married",1,"White collar",3,1,1,,1,"Västra Götaland","Götaland",3,5,5,5,4,4,2,4,4,8,3,3,3,3,2,3,2,2,3,2,2,2,3,5,3,4,4,3,4,3,0,7,3,7,7,4,7,1,6,7,6,8,10,7,5,2,6,7,3,7,2,9,8,0,7,8,1,7,7,1,"L","L",0,"Right",0,1,0,1,2,0.5247
"0000000091",51,1,8,"Postgraduate","Married",1,"Self-employed",5,2,1,0,1,"Västra Götaland","Götaland",3,5,5,5,2,1,1,1,2,8,4,4,4,4,3,4,2,3,4,3,4,2,3,5,5,2,2,4,3,3,1,0,0,7,8,0,5,2,10,2,8,2,10,0,2,2,10,2,8,2,4,5,8,0,7,8,2,6,5,1,"MP","C",1,"Left",0,0,0,1,2,0.7658
"0000001456",69,0,5,"No degree","Married",1,"Self-employed",3,3,1,0,1,"Västra Götaland","Götaland",3,5,5,5,1,1,1,1,1,9,4,4,4,2,3,3,3,2,2,2,4,4,4,5,4,3,3,3,3,3,1,0,3,5,2,7,7,0,3,6,0,0,6,8,7,0,0,7,0,6,4,9,8,0,4,8,0,6,8,1,"M","SD",1,"Right",0,1,0,1,2,0.821
"0000000353",73,0,9,"Postgraduate","Widowed",0,"White collar",3,2,1,0,4,"Stockholm","Svealand",4,5,5,5,1,3,1,1,2,9,4,3,4,3,2,3,2,2,2,2,4,4,3,5,5,3,3,4,2,3,0,0,7,1,1,4,10,0,3,9,0,7,4,5,9,0,2,8,0,8,2,8,9,0,5,9,1,7,8,1,"M","KD",1,"Right",0,1,0,1,2,0.5409
"0000001136",36,0,5,"No degree","Single",1,"White collar",2,1,1,0,2,"Skåne","Götaland",4,4,5,2,3,5,1,3,2,8,2,4,3,4,2,4,1,3,3,2,3,2,3,4,4,2,3,3,3,3,1,5,4,5,9,0,0,10,4,0,10,0,9,0,0,9,5,0,10,1,5,10,10,1,6,10,3,8,2,1,"MP","V",1,"Left",0,0,0,0,3,1.275
"0000001648",59,0,3,"No degree","Married",1,"Worker",5,1,1,0,2,"Jönköping","Götaland",3,4,5,5,3,3,1,1,1,9,3,3,3,3,3,2,2,2,3,3,3,3,3,5,3,1,1,3,3,3,1,6,0,0,8,8,8,8,2,7,0,2,6,8,8,8,0,5,0,5,6,,8,2,6,8,4,6,6,1,"SD","SD",0,"Right",1,1,0,0,,1.1008
"0000000309",29,1,7,"Bachelor","Single",1,"Worker",3,1,1,0,2,"Värmland","Svealand",1,3,5,4,1,1,3,3,3,6,3,2,3,4,2,3,1,3,2,1,,3,3,5,4,2,2,3,2,4,1,1,6,7,10,0,0,9,8,0,8,0,8,9,0,7,10,0,6,0,2,10,10,0,3,10,2,7,2,1,,"S",,,,,,0,1,1.073
"0000001139",47,1,4,"No degree","Single",1,"White collar",2,1,1,0,1,"Örebro","Svealand",1,3,5,5,4,3,1,4,4,8,2,3,4,4,2,2,1,2,2,1,4,3,3,4,4,2,2,3,3,4,1,2,,,7,9,7,5,5,3,0,5,6,10,2,8,2,0,5,9,2,8,9,5,5,9,9,5,6,1,"SD","S",1,"Right",1,1,0,1,2,1.1901
"0000000466",29,1,7,"Bachelor","Divorced",1,"Worker",2,1,1,0,1,"Västerbotten","Norrland",2,2,5,4,3,3,1,3,3,7,2,2,2,3,2,3,2,3,3,3,,2,3,3,3,2,2,2,3,4,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,"V",,,,,,0,,1.073
"0000001060",57,1,5,"No degree","Single",0,"White collar",5,2,1,0,1,"Kalmar","Götaland",2,3,5,5,2,1,3,4,3,8,3,3,3,3,3,4,2,3,3,1,,4,3,1,4,3,3,3,3,3,1,3,7,7,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,4,10,9,0,5,8,5,6,5,,,,,,,,,0,1,1.1901
"0000000670",46,0,6,"No degree","Single",1,"White collar",4,1,1,0,4,"Västernorrland","Norrland",4,5,5,5,3,5,4,2,3,1,3,2,3,3,1,1,2,1,1,2,,2,2,2,5,3,1,3,3,4,1,0,7,3,2,5,7,0,0,6,0,5,2,7,7,0,0,7,0,5,2,3,8,0,6,8,0,8,7,,,,,,,,,0,1,1.1984
"0000000684",47,0,8,"Postgraduate","Single",1,"White collar",3,4,1,0,2,"Södermanland","Svealand",4,5,5,5,1,1,1,1,2,10,4,1,4,4,2,4,2,,3,2,4,1,4,5,5,2,4,2,3,3,1,1,7,7,7,0,1,6,8,0,10,1,9,0,1,4,9,0,10,0,2,,,1,9,,5,,7,1,"MP","MP",0,"Left",0,0,0,1,2,0.7712
"0000000154",47,0,8,"Postgraduate","Married",1,"White collar",5,1,1,0,3,"Västra Götaland","Götaland",4,4,5,5,2,2,1,2,1,9,4,3,4,4,3,4,2,3,3,1,4,4,4,5,5,3,2,2,3,4,1,1,1,2,9,0,6,3,8,2,8,6,10,0,6,4,8,1,7,5,4,8,9,1,7,9,3,6,,1,"MP","C",1,"Left",0,0,0,1,2,0.7712
"0000002406",68,1,6,"No degree","Single",0,"Worker",1,1,1,,1,"Skåne","Götaland",3,4,5,4,4,2,3,3,3,8,3,3,3,4,2,3,2,3,3,2,3,3,3,3,5,2,2,4,4,2,1,7,7,7,3,5,9,10,2,8,0,2,9,8,9,10,2,9,1,3,2,10,9,1,5,8,5,8,7,1,"M","V",1,"Right",0,1,0,0,,0.6191
"0000001612",58,0,5,"No degree","Single",1,"Worker",2,2,1,0,1,"Skåne","Götaland",3,4,5,5,2,3,3,4,3,8,3,3,2,3,2,3,2,1,3,1,3,3,3,5,5,3,2,3,3,3,1,7,7,7,3,10,8,0,0,7,0,5,5,10,7,5,1,9,0,5,5,7,10,0,0,9,0,6,7,1,"SD","SD",0,"Right",1,1,0,1,2,0.91
"0000001103",49,0,4,"No degree","Single",1,"White collar",3,1,1,0,1,"Uppsala","Svealand",2,4,5,4,3,3,2,4,2,7,3,3,3,3,2,2,1,3,3,3,3,3,2,4,3,3,3,2,3,3,1,7,7,0,7,5,3,6,5,2,6,6,8,2,0,2,6,0,5,1,4,9,8,2,5,8,3,5,4,1,"S","S",0,"Left",0,0,1,0,,1.1984
"0000002280",74,0,2,"No degree","Single",0,"Worker",2,1,1,0,2,"Södermanland","Svealand",2,4,5,5,2,1,1,1,1,9,3,3,2,4,2,3,1,2,3,1,,4,3,5,5,1,2,3,3,3,0,7,7,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,10,10,0,4,10,3,9,6,1,,,,,,,,0,1,1.0469
"0000002175",35,1,5,"No degree","Married",0,"Self-employed",3,1,1,0,1,"Skåne","Götaland",3,4,5,4,3,1,1,3,3,7,3,2,3,4,2,3,2,3,3,3,3,3,2,5,3,1,1,3,3,2,1,1,3,4,9,0,0,9,8,0,6,0,8,0,0,10,10,0,10,2,3,10,10,1,6,10,1,8,2,1,"S","C",1,"Left",0,0,1,0,2,1.2661
"0000001008",56,0,4,"No degree","Married",1,"White collar",4,1,1,0,4,"Västra Götaland","Götaland",2,3,5,4,4,3,3,1,3,9,3,3,3,4,2,3,1,3,3,4,3,4,3,4,4,2,3,2,4,4,1,3,5,0,9,0,0,1,9,0,0,0,9,0,0,0,8,0,0,0,1,10,10,0,4,10,4,10,3,1,"C","S",1,"Left",0,0,0,0,2,1.1984
"0000001493",60,1,7,"Bachelor","Married",0,"White collar",5,2,1,0,1,"Stockholm","Svealand",4,4,5,5,2,1,1,1,2,10,4,4,4,3,3,3,1,3,3,3,3,4,4,5,5,3,3,2,3,3,1,,7,7,7,0,4,2,8,0,7,9,8,0,5,5,8,0,5,5,2,9,8,1,7,9,4,7,5,1,"C","C",0,"Left",0,0,0,1,2,0.9037
"0000002054",75,0,5,"No degree","Married",1,"White collar",2,2,1,0,2,"Västmanland","Svealand",3,5,5,4,1,5,,,4,8,4,3,4,2,2,3,2,3,3,2,3,3,4,5,4,3,4,4,5,3,0,4,0,0,,0,3,,3,0,,7,10,0,2,0,5,0,3,2,1,10,9,0,5,10,1,9,2,1,"S","S",0,"Left",0,0,1,1,2,0.7541
