"F1003_2","F1004","F1006_NAM","F1101_2","F2001_A","F2002","F2003","F2004","F2005","F2006","F2008","F2009","F2010_1","F2012","F2015","F2016","F2018","F2020","F3001","F3002_1","F3002_5","F3002_6_1","F3003","F3004_1","F3004_2","F3004_3","F3004_4","F3005_1","F3005_2","F3005_3","F3006","F3007_1","F3007_2","F3007_3","F3007_4","F3007_5","F3007_6","F3007_7","F3008_1","F3008_2","F3009","F3010","F3011_LH_PL","F3011_OUTGOV","F3012_1","F3013","F3014","F3015_LH","F3016_LH_PL","F3017","F3018_A","F3018_B","F3018_C","F3018_D","F3018_E","F3018_F","F3018_G","F3018_H","F3019_A","F3019_B","F3019_C","F3019_D","F3019_E","F3019_F","F3019_G","F3019_H","F3020_A","F3020_B","F3020_C","F3020_D","F3020_E","F3020_F","F3020_G","F3020_H","F3020_R","F3022","F3023_1","F3023_4","F3026","F3027","F3028_1","F3028_2","F3028_3","F3028_4"
"0000000423","SWE_2022","Sweden",0.9037,48,1,6,3,1,5,2,1,5,1,900,9,22,2,2,4,99,7,2,1,9,3,2,4,2,2,6,2,2,2,1,3,3,3,2,2,4,0,752001,1,4,2,1,1,752001,4,8,4,3,7,7,5,5,5,9,5,2,5,99,99,99,99,2,10,9,0,99,99,99,99,3,2,0,3,3,2,4,3,3,1
"0000000422","SWE_2022","Sweden",0.6191,66,1,99,1,1,7,2,2,3,9,752,0,1,2,2,3,0,7,2,1,2,3,1,1,3,3,5,3,3,4,2,3,3,3,2,2,3,1,752001,1,1,4,1,1,752001,5,10,0,0,7,5,2,2,2,10,0,5,7,2,5,5,5,0,5,10,0,10,5,5,10,10,2,1,2,2,1,3,3,4,1
"0000001083","SWE_2022","Sweden",1.2661,26,1,6,4,0,1,1,1,2,6,901,1,4,2,1,7,7,99,2,2,1,2,4,5,4,4,10,2,2,2,2,3,3,4,3,2,4,1,752001,1,2,4,1,1,752001,3,10,5,5,5,8,5,8,5,10,5,10,8,10,5,8,8,4,10,8,1,4,10,3,7,99,2,1,2,2,4,9,3,3,1
"0000000420","SWE_2022","Sweden",0.7658,57,1,7,1,1,2,1,1,5,1,752,0,14,2,3,7,7,0,2,1,1,5,5,5,5,5,8,1,1,2,2,2,1,3,2,1,3,1,752001,1,1,1,1,1,752001,4,9,0,2,7,7,0,8,5,10,0,2,4,10,2,5,5,2,10,9,0,4,9,3,6,2,2,1,2,2,3,3,3,3,0
"0000000419","SWE_2022","Sweden",0.5247,77,1,7,1,1,7,2,1,1,2,752,0,24,1,2,5,2,0,1,1,1,2,3,3,3,3,5,2,2,2,2,3,2,4,2,2,4,1,752005,0,2,2,1,1,752005,4,7,0,6,6,8,6,6,7,9,5,7,7,8,7,7,7,4,10,10,4,7,7,7,5,5,2,1,2,3,2,2,2,3,1
"0000001513","SWE_2022","Sweden",1.1008,57,0,3,1,0,1,4,2,4,1,752,0,17,2,3,2,0,0,1,1,3,3,3,5,5,1,10,1,1,1,1,2,2,4,2,2,4,1,752003,0,4,2,1,1,752008,3,5,5,6,5,5,5,5,5,6,5,4,5,5,5,5,5,3,10,8,1,4,9,1,6,6,2,0,9,1,1,3,2,3,1
"0000002094","SWE_2022","Sweden",0.5247,65,1,8,1,1,7,1,1,3,1,752,0,17,2,2,1,5,5,2,1,4,4,5,5,5,5,6,2,2,3,2,3,3,2,3,3,5,1,752003,0,2,2,2,1,752003,4,5,8,9,1,4,8,3,5,9,8,8,3,5,7,0,5,4,10,9,0,4,8,2,6,9,2,1,2,3,2,4,3,3,1
"0000002465","SWE_2022","Sweden",0.7489,77,1,5,1,0,7,2,1,2,3,752,0,4,2,3,7,0,0,3,1,5,5,4,5,5,5,9,2,2,3,2,3,2,4,3,2,5,1,999999,999999,9,2,2,1,999999,3,8,0,8,0,2,0,0,2,10,0,7,2,0,0,0,8,3,10,9,0,4,10,0,9,7,2,0,9,2,2,1,1,2,1
"0000000414","SWE_2022","Sweden",1.073,30,1,8,4,1,1,2,1,4,3,752,0,21,1,3,0,5,7,2,1,9,9,9,5,5,3,9,2,2,3,2,3,2,3,2,2,4,1,752001,1,2,2,2,1,999999,3,8,0,1,5,7,1,3,2,8,0,1,4,7,1,3,5,3,10,8,0,4,8,3,7,3,2,0,9,3,2,3,3,3,1
"0000001697","SWE_2022","Sweden",1.1008,64,0,5,4,1,1,2,2,2,3,752,0,25,2,2,4,0,0,1,1,5,2,5,9,9,1,5,3,3,3,2,2,1,4,4,4,3,1,752002,0,1,1,3,1,752002,5,0,10,9,7,0,10,5,8,5,10,8,3,0,10,0,7,0,10,10,0,0,10,0,8,10,4,1,1,4,3,4,3,2,0
"0000002001","SWE_2022","Sweden",0.7541,85,0,2,1,9,7,2,1,1,1,752,0,1,3,2,7,4,2,3,1,3,4,5,4,5,2,10,2,2,3,1,2,2,3,2,2,3,1,752001,1,1,2,1,1,752001,3,9,6,7,0,5,1,2,4,9,7,7,0,7,1,3,2,5,5,10,1,5,10,6,6,3,2,1,2,2,1,2,2,2,0
"0000002041","SWE_2022","Sweden",0.8153,81,1,3,1,0,7,1,1,2,2,752,0,14,2,2,7,0,0,2,1,3,5,5,5,5,4,9,1,1,2,2,2,2,4,1,1,4,1,999999,999999,9,1,1,1,999999,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,2,3,3,2,3,0
"0000002409","SWE_2022","Sweden",0.7541,66,0,3,1,9,7,2,1,2,2,752,0,12,1,2,5,0,0,2,1,5,5,5,3,4,4,8,2,2,3,2,2,2,3,2,2,4,1,999999,999999,9,2,1,1,752002,4,8,10,1,1,1,2,0,0,8,10,1,1,1,2,0,0,99,99,99,99,99,99,99,99,99,2,1,2,2,2,3,2,2,1
"0000001010","SWE_2022","Sweden",1.1901,62,1,4,4,0,1,1,2,3,1,752,1,12,2,9,99,99,99,9,9,9,9,9,9,1,9,6,3,4,3,1,4,2,4,4,4,5,99,999999,999999,9,5,3,99,999999,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,10,10,1,5,5,3,5,5,4,0,9,3,3,2,3,4,0
"0000000409","SWE_2022","Sweden",1.073,26,1,7,4,0,5,9,9,2,1,752,0,14,3,3,0,1,7,2,1,3,5,2,5,1,4,7,3,3,3,1,3,2,4,2,2,4,1,752001,1,2,2,2,1,752001,4,8,0,5,4,5,0,8,7,8,2,5,4,4,2,5,5,3,10,8,0,7,10,5,7,6,2,0,9,2,3,3,3,3,1
"0000002437","SWE_2022","Sweden",0.6191,78,1,6,2,9,7,1,2,1,1,752,0,3,4,1,7,7,7,1,1,2,5,5,5,4,5,6,2,2,2,2,2,4,3,4,4,5,1,752002,0,1,1,1,1,752002,5,4,10,8,0,3,9,0,5,2,10,8,5,0,9,0,6,3,10,9,0,7,9,0,5,99,2,1,1,1,9,3,3,3,0
"0000000832","SWE_2022","Sweden",1.1901,53,1,6,3,0,1,1,2,3,1,752,0,22,2,2,99,99,7,2,1,1,2,9,4,4,4,8,3,3,2,2,3,1,3,3,3,4,1,752003,0,2,4,1,1,752003,5,7,0,9,0,7,0,0,8,8,0,9,2,8,0,0,8,5,10,9,0,5,10,4,8,8,2,0,2,2,3,4,3,3,1
"0000001758","SWE_2022","Sweden",1.7851,20,0,4,4,1,6,9,9,1,2,752,1,14,3,4,0,1,7,3,1,1,2,3,5,3,2,10,1,3,1,2,3,2,3,2,2,2,0,999999,999999,9,1,1,99,999999,5,7,3,4,4,4,3,4,3,6,5,5,6,5,6,5,5,2,8,8,0,4,6,3,7,3,1,0,2,2,2,5,3,3,1
"0000000402","SWE_2022","Sweden",1.0805,35,0,8,4,9,99,9,9,9,1,752,0,12,9,1,5,7,7,1,2,2,3,3,2,2,2,8,2,2,2,2,2,2,2,3,2,9,1,752002,0,1,2,2,1,752002,4,2,9,6,3,0,7,1,3,3,10,9,7,0,8,0,6,3,5,9,1,9,9,3,8,5,2,1,1,2,9,3,3,3,1
"0000000395","SWE_2022","Sweden",0.9037,57,1,6,4,1,2,1,1,1,2,752,0,23,1,2,5,7,6,2,1,5,5,5,5,4,4,8,1,1,2,1,2,1,3,2,2,4,99,999999,999999,9,1,1,1,999999,4,8,0,4,7,8,3,5,4,9,0,2,8,10,0,5,5,4,10,9,1,6,9,5,8,4,2,0,2,2,2,3,3,4,1
"0000000582","SWE_2022","Sweden",0.7658,45,1,7,4,1,1,1,4,3,2,752,0,5,2,3,7,7,7,1,1,3,5,5,5,2,4,8,2,2,2,1,9,9,9,2,2,4,1,752008,0,1,1,1,1,752006,4,6,2,6,2,5,8,2,8,6,7,5,6,5,7,3,7,3,9,8,0,5,8,1,7,6,1,0,9,2,3,2,3,2,1
"0000000375","SWE_2022","Sweden",1.073,40,1,8,1,9,1,1,1,5,2,752,0,7,2,2,0,7,7,1,1,1,4,5,4,2,3,8,2,2,2,2,2,2,4,2,2,4,1,752005,0,2,4,1,1,752001,4,8,0,6,5,8,2,4,8,10,0,7,7,9,0,5,8,3,8,10,0,5,10,4,6,5,1,0,2,3,2,4,3,3,1
"0000002564","SWE_2022","Sweden",0.7541,77,0,2,3,0,7,1,1,2,1,752,9,21,1,1,7,7,7,1,1,1,2,3,5,5,5,10,2,2,3,2,3,2,3,3,2,2,1,752003,0,2,2,1,1,752003,5,2,7,8,0,0,7,0,6,7,7,7,0,0,7,0,7,6,9,8,2,4,6,4,6,8,2,0,3,2,3,3,2,3,0
"0000001234","SWE_2022","Sweden",0.7712,52,0,8,4,1,1,2,2,1,1,752,0,1,3,2,0,7,0,2,1,3,3,3,5,5,3,5,3,3,3,2,3,4,3,4,4,5,1,752002,0,1,2,3,1,752002,3,0,10,7,0,0,7,0,5,0,10,9,0,0,7,0,5,3,6,7,0,3,7,0,4,6,4,1,2,2,2,3,4,3,1
"0000000457","SWE_2022","Sweden",1.073,32,1,7,4,1,1,2,1,2,1,752,0,22,2,3,2,3,3,2,1,1,4,4,5,5,5,6,3,3,3,2,3,3,3,2,3,4,1,752003,0,4,2,2,1,752003,2,8,0,8,2,2,2,0,2,6,0,6,1,0,2,1,1,3,6,6,3,4,7,1,6,99,2,0,9,3,2,4,3,3,1
"0000000363","SWE_2022","Sweden",1.0805,37,0,7,1,1,1,1,1,4,2,752,1,14,4,3,6,7,7,1,1,1,5,5,5,4,1,10,1,1,2,2,3,1,4,2,1,3,1,752001,1,2,2,1,1,752001,5,5,0,5,3,5,3,5,5,8,0,2,2,8,3,4,5,4,10,8,0,6,9,2,6,5,2,0,9,3,4,3,3,2,1
"0000000890","SWE_2022","Sweden",1.5282,62,0,3,1,1,1,1,2,2,1,752,0,12,4,2,4,6,6,1,1,3,3,3,3,3,3,9,2,2,3,2,3,2,2,3,2,3,1,752003,0,1,1,1,1,752001,5,5,8,9,2,3,0,0,3,8,7,9,5,5,5,1,99,4,6,9,0,7,4,2,7,7,2,0,9,2,1,3,3,9,1
"0000000329","SWE_2022","Sweden",0.5247,70,1,8,3,1,7,1,2,3,1,752,0,1,3,2,7,0,0,2,1,1,5,5,5,2,4,7,2,2,2,2,3,2,4,2,2,4,1,752007,0,1,2,3,1,752001,4,9,0,3,5,5,0,10,5,9,0,0,3,7,0,9,3,4,10,9,1,5,9,5,7,5,2,1,9,2,3,3,3,3,1
"0000001227","SWE_2022","Sweden",1.1984,43,0,4,1,0,1,2,2,3,2,752,1,23,1,2,6,7,0,2,1,2,2,3,4,5,2,8,2,2,3,3,3,2,3,3,2,5,1,752002,0,2,2,1,1,752002,5,6,9,9,3,1,9,0,7,4,9,9,7,1,10,0,6,3,9,8,2,3,7,2,6,7,2,1,2,3,3,3,3,3,1
"0000002716","SWE_2022","Sweden",1.0396,75,1,2,3,0,7,2,2,1,2,900,9,20,2,3,4,6,6,4,3,3,3,3,5,5,5,7,4,4,4,4,4,4,4,3,4,3,1,999999,999999,9,2,2,99,999999,1,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,3,10,10,0,6,5,5,8,5,2,0,9,2,1,5,3,3,1
"0000000445","SWE_2022","Sweden",0.9037,59,1,99,3,9,99,9,9,9,9,752,0,14,9,3,99,99,99,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,99,999999,999999,9,9,9,99,999999,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9
"0000001777","SWE_2022","Sweden",0.5283,85,0,8,1,0,7,1,1,2,1,752,0,4,2,2,7,0,0,2,1,1,4,9,5,4,5,8,2,2,2,2,3,2,9,3,2,4,1,752008,0,2,1,1,1,752006,5,7,7,7,6,5,7,5,8,9,7,7,7,3,6,5,8,5,6,8,3,5,8,2,6,6,4,0,9,2,3,3,2,3,0
"0000000346","SWE_2022","Sweden",0.7658,48,1,7,1,1,1,1,1,2,1,752,0,13,2,3,4,7,7,2,1,3,4,2,5,2,2,8,2,2,2,1,2,1,3,2,2,5,1,752007,0,1,1,1,1,752007,4,9,0,3,5,7,3,9,3,10,1,3,9,4,2,10,2,3,9,10,1,6,7,4,7,3,2,1,3,3,2,4,3,3,1
"0000000343","SWE_2022","Sweden",0.7658,51,1,8,4,1,2,2,1,5,2,752,0,12,1,1,1,1,0,2,1,2,4,3,2,1,5,7,2,3,2,1,4,3,4,2,1,5,1,752005,0,2,2,3,1,752005,3,8,5,6,3,8,6,1,5,10,9,2,5,10,6,1,5,3,9,8,0,5,8,1,6,5,4,0,9,4,3,4,2,2,0
"0000002105","SWE_2022","Sweden",0.5247,75,1,7,1,0,7,2,1,1,6,752,0,5,2,3,3,1,7,2,1,2,5,2,5,5,5,9,2,2,2,2,2,2,9,4,3,5,1,999999,999999,9,2,2,1,999999,4,3,0,9,0,5,9,5,5,2,0,10,0,3,99,0,8,0,5,10,0,5,8,1,5,9,2,0,2,3,2,2,3,3,1
"0000000596","SWE_2022","Sweden",1.073,30,1,8,4,1,1,1,2,2,1,752,0,1,3,2,0,7,7,2,1,1,5,5,5,1,2,7,2,2,2,1,3,2,3,2,2,5,1,752007,0,2,4,2,1,752007,5,7,0,1,10,6,0,9,3,9,0,2,10,6,0,7,2,5,10,9,1,6,9,3,7,2,2,1,2,4,3,3,3,3,1
"0000000813","SWE_2022","Sweden",1.275,26,0,7,4,0,6,1,2,3,1,752,0,14,4,3,3,7,7,3,1,1,3,3,3,2,3,8,2,2,3,9,2,3,3,2,2,3,1,752003,0,1,2,2,0,999999,3,4,3,9,0,4,8,4,5,7,4,8,0,2,9,5,5,1,9,10,0,2,9,3,7,8,2,0,2,2,2,3,3,3,1
"0000001277","SWE_2022","Sweden",1.1008,43,0,99,1,9,99,9,9,9,9,901,9,7,9,4,1,1,3,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,99,999999,999999,9,9,9,99,999999,9,8,2,99,99,99,0,99,0,6,99,7,0,99,0,99,0,99,99,99,99,99,99,99,99,8,9,9,9,1,9,9,9,9,9
"0000000335","SWE_2022","Sweden",0.7658,58,1,4,3,1,6,2,1,2,1,752,1,12,2,3,0,2,2,2,2,2,4,3,5,2,2,9,2,2,2,1,3,3,4,3,1,3,1,752007,0,2,4,2,99,999999,4,7,4,4,7,7,5,7,5,5,6,4,8,4,5,5,5,2,10,7,1,6,7,4,7,3,2,0,2,2,2,3,3,3,1
"0000002030","SWE_2022","Sweden",0.7541,72,0,3,4,1,7,2,2,4,1,900,9,14,1,3,2,7,5,3,1,2,4,3,4,4,4,7,2,2,2,3,3,3,3,2,2,4,1,752001,1,2,2,2,1,752001,3,10,0,4,0,3,2,4,0,10,0,3,0,3,0,5,0,2,10,10,0,3,6,4,6,4,2,0,3,3,2,4,3,2,0
"0000001054","SWE_2022","Sweden",1.346,21,1,4,4,0,6,9,9,1,1,752,0,14,4,2,3,3,7,1,1,9,2,2,1,3,3,9,1,1,1,9,9,1,2,2,1,4,1,752005,0,2,1,1,99,999999,4,9,0,6,6,10,0,8,7,10,0,6,8,10,0,8,7,2,10,9,0,5,10,2,7,5,1,0,3,3,2,3,1,1,1
"0000002737","SWE_2022","Sweden",1.7726,21,1,99,4,0,6,9,9,1,9,752,0,5,2,3,0,2,6,4,1,1,4,4,5,3,2,10,2,2,2,2,2,1,2,2,2,3,1,752004,0,2,2,1,99,999999,5,8,0,3,9,8,4,6,5,6,0,4,10,7,4,6,5,3,8,9,0,4,9,3,6,1,1,0,2,3,2,9,9,3,1
"0000002270","SWE_2022","Sweden",0.821,71,0,99,1,1,7,2,2,1,9,901,9,1,2,1,7,7,7,5,2,1,4,2,2,1,1,5,3,4,2,1,4,3,1,4,2,5,1,999999,999999,9,4,1,1,999999,1,0,0,0,5,0,0,0,0,3,0,0,3,3,0,3,0,5,10,10,5,5,10,5,10,5,4,0,2,3,2,5,4,3,7
"0000000305","SWE_2022","Sweden",0.5247,70,1,7,3,0,7,1,9,1,1,900,9,12,4,2,6,99,7,2,1,1,4,4,5,3,2,8,2,2,1,1,2,9,9,2,2,4,1,752007,0,2,4,3,1,999992,5,8,0,5,9,7,4,10,4,7,0,2,8,7,2,9,2,6,10,10,0,7,9,1,8,2,4,0,3,2,2,4,2,2,0
"0000001160","SWE_2022","Sweden",1.7851,20,0,4,4,0,1,1,2,4,2,752,0,6,2,3,2,7,7,1,2,3,2,3,5,5,1,3,2,2,2,2,3,2,3,2,1,3,1,752001,1,2,2,2,1,752005,4,9,4,0,1,8,1,7,1,9,8,0,2,9,3,5,1,0,3,8,0,4,8,0,4,99,4,0,2,3,3,5,3,3,1
"0000001005","SWE_2022","Sweden",0.7712,59,0,8,3,0,1,4,2,3,1,752,0,25,1,3,1,2,3,3,1,2,1,3,3,2,4,4,3,2,2,1,3,3,3,4,2,5,1,752002,0,2,2,1,1,752003,4,2,9,99,3,2,9,0,5,2,10,9,5,0,10,0,6,3,8,8,1,3,8,1,6,8,2,1,2,2,3,3,3,3,1
"0000000275","SWE_2022","Sweden",1.073,37,1,7,1,1,1,1,2,5,1,752,0,1,3,3,3,5,0,9,1,1,5,3,3,3,3,10,2,1,1,1,2,2,3,2,2,4,1,752007,0,1,4,1,1,752008,5,9,0,5,1,9,0,10,7,10,0,3,3,9,0,8,7,5,10,9,1,8,10,3,8,5,1,0,3,3,1,3,1,1,1
"0000000295","SWE_2022","Sweden",0.7658,57,1,8,4,1,1,1,1,5,2,752,0,12,1,4,5,5,0,3,1,1,4,3,4,2,4,9,2,2,2,2,3,2,4,2,2,4,1,752001,1,1,1,1,1,752006,5,8,2,7,1,6,8,4,5,9,2,5,2,4,7,4,5,3,3,8,0,5,8,3,7,6,2,0,9,2,2,4,3,4,0
"0000000883","SWE_2022","Sweden",1.1984,56,0,5,1,0,1,1,2,5,1,752,0,1,3,2,7,7,7,2,1,2,3,2,2,1,3,9,2,3,3,2,3,2,3,4,4,4,1,752003,0,2,2,1,1,752003,4,2,7,9,0,0,99,99,5,2,6,5,0,0,99,0,7,2,7,9,0,3,10,0,5,9,2,1,2,2,9,3,3,3,1
"0000000291","SWE_2022","Sweden",0.7658,42,1,8,1,1,2,1,1,5,1,752,0,7,2,2,3,7,7,2,1,1,5,5,5,5,5,10,2,2,2,1,2,1,4,2,2,3,1,752001,1,2,2,1,1,752005,5,10,0,2,1,9,1,5,6,10,0,1,1,10,0,1,6,4,10,10,0,6,10,2,8,5,1,0,2,2,3,4,3,3,1
"0000000413","SWE_2022","Sweden",1.073,38,1,7,4,1,1,1,1,5,3,752,0,1,3,3,4,6,7,2,1,1,4,3,5,4,4,9,2,2,3,2,3,2,3,3,3,4,1,752003,0,1,2,2,1,752003,3,4,6,9,3,3,8,2,6,4,7,10,4,1,9,1,6,4,10,8,0,5,8,2,7,8,2,1,2,2,4,3,4,3,1
"0000001878","SWE_2022","Sweden",0.7541,73,0,3,1,0,7,1,2,2,2,752,0,14,2,1,7,7,0,1,1,1,2,3,2,2,4,9,2,2,3,2,2,2,3,2,2,3,1,752003,0,1,2,1,1,752003,4,4,7,10,0,6,9,0,7,7,9,9,6,6,6,1,7,4,10,9,0,5,9,1,6,9,2,1,2,2,2,4,3,3,1
"0000001994","SWE_2022","Sweden",0.7489,72,1,3,1,0,7,2,1,1,2,752,0,19,2,3,0,0,7,2,1,3,5,3,9,9,9,99,9,9,9,9,9,9,9,9,9,4,99,999999,999999,9,9,1,1,752001,3,10,0,5,8,5,5,5,5,10,0,3,5,5,3,5,5,2,10,10,0,5,8,2,8,2,2,0,3,3,2,3,2,3,1
"0000001517","SWE_2022","Sweden",1.1008,54,0,3,4,0,1,4,2,1,1,752,0,8,2,9,7,0,0,2,4,2,2,4,5,5,3,7,2,2,2,2,3,2,3,2,2,4,1,752003,0,2,1,1,1,752005,4,6,2,8,2,8,7,2,6,7,3,8,5,9,7,4,5,3,10,8,0,5,7,2,5,99,2,0,2,3,2,3,2,3,9
"0000002168","SWE_2022","Sweden",0.6234,66,0,6,1,1,7,2,2,1,1,900,9,12,4,1,3,0,0,1,3,1,5,4,5,1,1,3,4,4,2,1,3,1,4,2,4,5,1,752001,1,1,4,4,1,752001,1,10,0,0,8,8,0,9,0,10,0,0,9,10,0,9,0,0,10,10,0,5,10,2,10,0,5,1,2,4,2,3,3,3,1
"0000000056","SWE_2022","Sweden",1.1008,59,0,3,4,0,1,1,2,4,1,752,0,6,2,9,99,99,99,9,9,9,9,9,4,3,2,7,2,3,3,2,3,2,3,3,1,4,1,752006,0,1,1,1,1,752008,3,5,1,9,3,2,9,1,6,6,2,8,2,2,8,0,3,3,9,10,0,3,8,2,8,8,2,0,2,3,2,3,4,2,1
"0000002563","SWE_2022","Sweden",0.821,90,0,3,2,0,7,1,2,2,2,752,0,12,1,2,7,0,0,2,1,1,1,4,2,1,4,8,2,2,2,2,3,4,4,2,2,5,1,752002,0,2,1,1,99,999999,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,9,10,0,1,8,1,99,8,2,0,9,9,2,2,2,3,0
"0000000272","SWE_2022","Sweden",0.6191,72,1,7,3,0,7,1,2,2,1,752,0,17,2,2,5,6,0,2,1,2,2,2,3,3,3,8,2,2,3,2,3,3,3,2,2,3,1,752003,0,2,2,1,1,752003,5,5,8,9,3,6,4,2,6,8,8,9,1,5,6,1,4,4,9,9,4,2,9,1,7,99,2,1,2,2,2,3,2,3,1
"0000002788","SWE_2022","Sweden",1.7851,22,0,6,4,0,6,9,2,1,1,752,0,17,1,2,0,1,5,1,3,4,5,3,5,3,1,7,3,4,2,1,4,4,3,4,2,3,1,999999,999999,9,5,3,1,752007,1,0,1,5,7,3,0,8,1,2,0,4,3,3,0,3,0,9,0,9,1,6,7,2,4,3,5,0,9,2,1,3,3,4,0
"0000001390","SWE_2022","Sweden",1.1901,56,1,6,1,0,10,4,2,4,2,752,0,6,1,2,5,0,7,2,4,2,1,2,2,2,2,4,3,3,3,3,3,3,4,3,2,3,1,752002,0,1,2,1,1,752003,4,3,10,9,0,0,1,3,3,3,8,9,0,0,5,1,1,1,9,9,0,0,1,1,5,9,2,0,2,3,3,3,3,4,1
"0000000268","SWE_2022","Sweden",1.073,31,1,7,4,1,1,1,1,4,3,752,0,22,1,2,6,5,5,2,1,3,3,5,5,5,5,8,2,2,3,2,2,2,2,2,2,4,1,752005,0,2,1,2,1,752001,5,10,0,3,6,10,0,6,5,10,0,3,6,10,0,3,4,2,8,10,0,4,10,4,5,4,2,1,2,3,3,4,3,4,1
"0000001669","SWE_2022","Sweden",0.9037,53,1,6,1,1,1,2,2,4,4,752,0,22,2,3,5,4,0,3,1,3,4,3,5,3,3,8,2,1,1,1,3,2,3,2,1,3,1,752001,1,1,2,2,1,752001,3,5,5,5,5,5,5,5,5,8,0,3,3,7,2,5,5,2,10,9,0,5,8,4,5,3,2,0,9,2,1,3,2,3,1
"0000002395","SWE_2022","Sweden",0.8153,74,1,4,1,1,7,1,1,2,1,752,0,24,1,3,7,7,0,2,1,3,4,3,5,5,3,8,2,2,2,2,9,2,4,2,2,2,1,999999,999999,9,2,1,1,999999,3,8,0,4,5,8,2,5,5,7,0,5,5,9,2,4,5,99,99,99,99,99,99,99,99,99,2,1,2,3,2,2,2,3,1
"0000000252","SWE_2022","Sweden",1.073,36,1,8,1,1,1,2,1,5,1,752,0,8,1,2,7,7,7,2,1,2,4,2,5,1,4,8,3,2,2,2,2,3,3,2,1,4,1,752004,0,1,1,2,1,752004,4,8,0,0,10,7,1,7,3,8,0,0,10,10,0,7,1,5,10,9,1,6,8,4,8,2,2,1,2,3,4,5,4,4,0
"0000001238","SWE_2022","Sweden",1.1008,54,0,3,4,1,2,4,2,2,1,752,0,24,2,3,1,1,4,2,1,2,2,3,5,5,3,9,2,2,2,2,2,2,3,2,1,4,1,752003,0,2,2,1,1,999999,4,7,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,8,8,2,2,3,3,3,6,2,0,9,2,2,3,3,9,1
"0000000025","SWE_2022","Sweden",1.0805,31,0,8,1,1,1,1,2,5,2,752,0,14,2,2,0,0,0,2,1,1,4,5,5,4,5,8,2,9,2,1,3,2,3,2,2,4,1,752001,1,1,2,1,1,752001,5,9,0,4,3,8,2,3,2,10,2,6,3,8,2,3,1,4,5,6,2,5,7,3,7,4,1,1,1,2,2,3,3,3,1
"0000000249","SWE_2022","Sweden",0.7658,49,1,8,4,1,1,1,1,5,1,752,0,1,4,3,7,0,6,2,1,1,5,5,5,5,5,9,2,2,1,2,3,1,4,3,3,4,1,752007,0,2,4,1,1,752008,5,7,0,3,1,6,1,6,5,9,0,3,2,6,2,5,5,5,6,8,1,6,9,2,7,5,2,0,9,2,2,3,3,3,1
"0000000247","SWE_2022","Sweden",1.073,37,1,8,4,1,2,1,1,5,2,752,0,22,2,1,5,7,7,1,2,1,4,4,5,4,5,7,1,1,3,2,3,3,3,3,2,4,1,752002,0,2,2,2,1,752002,4,7,8,8,0,0,6,6,5,10,9,9,0,0,5,0,5,5,6,8,0,5,6,3,5,5,2,0,3,2,3,4,3,3,0
"0000000358","SWE_2022","Sweden",0.7896,53,0,9,1,1,1,1,1,5,2,752,0,3,2,2,7,7,7,1,1,1,4,5,5,4,5,10,1,1,1,1,2,1,3,3,2,4,1,752005,0,2,1,1,1,752008,3,3,0,6,4,7,0,3,9,8,0,6,8,9,0,5,8,4,6,8,0,7,9,2,6,6,1,1,1,2,1,3,3,3,1
"0000000245","SWE_2022","Sweden",0.5247,65,1,8,1,1,1,1,1,5,6,752,0,17,2,2,6,5,5,2,1,2,4,3,4,3,4,9,1,1,1,1,2,2,3,2,2,4,1,752001,1,1,1,1,1,752006,5,6,5,5,5,5,6,5,5,6,5,4,3,4,5,5,5,4,8,7,3,5,7,4,6,5,1,1,2,2,1,2,2,3,1
"0000001608","SWE_2022","Sweden",1.6791,31,0,4,4,0,1,2,2,2,1,752,0,14,1,3,5,0,0,5,1,5,1,5,5,5,5,9,4,4,4,4,4,4,4,3,2,3,1,999999,999999,9,2,3,0,999999,3,3,5,5,0,5,5,0,4,0,5,5,0,0,5,0,4,5,5,5,5,5,5,5,5,5,2,0,9,2,4,3,3,3,0
"0000001718","SWE_2022","Sweden",1.6791,39,0,99,4,9,99,9,9,9,9,752,0,14,9,2,99,99,99,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,99,999999,999999,9,9,9,99,999999,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9
"0000001639","SWE_2022","Sweden",1.0931,47,1,5,1,1,1,2,2,5,2,752,1,1,2,3,0,7,5,2,1,1,4,2,2,1,4,8,2,2,2,1,3,3,4,2,2,4,1,752001,1,4,4,2,1,752001,4,9,0,9,0,1,2,1,1,9,8,0,0,2,5,2,2,8,5,8,1,10,6,4,7,8,2,1,3,2,2,3,2,3,1
